     1 , 4090665.75
     2 , 4088117.00
     3 , 4059730.50
     4 , 4175555.00
     5 , 3965563.25
     6 , 3970822.00
     7 , 3991741.25
     8 , 3848565.50
     9 , 3646121.50
    10 , 3546063.00
    11 , 3411614.50
    12 , 3425681.00
    13 , 3176900.00
    14 , 2888775.50
    15 , 2895434.50
    16 , 2682394.50
    17 , 2395760.00
    18 , 2246446.50
    19 , 2065700.50
    20 , 1822516.25
    21 , 1527497.25
    22 , 1497330.50
    23 , 1409751.00
    24 , 1119793.00
    25 ,  801603.31
    26 ,  660524.56
    27 ,  423670.53
    28 ,  215260.34
    29 ,  -58128.91
    30 , -325350.62
    31 , -585706.00
    32 , -688997.69
    33 , -1024469.12
    34 , -1188660.00
    35 , -1421360.75
    36 , -1514164.00
    37 , -1808094.38
    38 , -2074929.25
    39 , -2490439.00
    40 , -2423526.75
    41 , -2634798.50
    42 , -2767273.50
    43 , -3068226.25
    44 , -3242087.50
    45 , -3370319.50
    46 , -3310779.50
    47 , -3415465.75
    48 , -3757942.25
    49 , -3888762.00
    50 , -3812811.00
    51 , -3814072.50
    52 , -4014942.00
    53 , -4057702.00
    54 , -4206038.00
    55 , -4020591.75
    56 , -4130212.00
    57 , -4209052.50
    58 , -4151102.50
    59 , -4220607.00
    60 , -4177368.50
    61 , -4264387.50
    62 , -4145667.00
    63 , -4048123.50
    64 , -3978325.25
    65 , -3653012.00
    66 , -3725812.00
    67 , -3465210.50
    68 , -3561086.00
    69 , -3268068.00
    70 , -3141956.50
    71 , -3068123.50
    72 , -2879064.50
    73 , -2714011.50
    74 , -2601339.25
    75 , -2590793.00
    76 , -2221080.25
    77 , -1982528.62
    78 , -1700345.38
    79 , -1565174.75
    80 , -1411034.75
    81 , -1103114.12
    82 , -1030576.88
    83 , -829868.69
    84 , -392189.25
    85 , -341651.31
    86 ,  -76003.34
    87 ,  127133.42
    88 ,  269458.62
    89 ,  822179.12
    90 ,  872278.75
    91 , 1095794.00
    92 , 1402160.75
    93 , 1583698.38
    94 , 1827548.12
    95 , 2033171.38
    96 , 2028064.00
    97 , 2343675.00
    98 , 2443162.50
    99 , 2722373.50
   100 , 2827313.00
   101 , 3161294.00
   102 , 3261685.75
   103 , 3363523.50
   104 , 3375487.25
   105 , 3608256.50
   106 , 3668683.00
   107 , 3881899.50
   108 , 3964942.00
   109 , 3829121.50
   110 , 4112733.75
   111 , 4067000.50
   112 , 4067557.50
   113 , 4099952.00
   114 , 4242396.50
   115 , 4153208.25
   116 , 4173989.00
   117 , 4279084.50
   118 , 4331329.00
   119 , 4092725.25
   120 , 4220306.50
   121 , 3811784.00
   122 , 3875144.25
   123 , 3896582.00
   124 , 3721154.50
   125 , 3441697.00
   126 , 3577080.00
   127 , 3201228.25
   128 , 3244301.25
   129 , 3088126.00
   130 , 2846454.50
   131 , 2909542.50
   132 , 2575046.50
   133 , 2281108.50
   134 , 2010430.75
   135 , 1982842.25
   136 , 1822405.12
   137 , 1381830.75
   138 , 1306608.50
   139 , 1002584.69
   140 ,  982350.12
   141 ,  803471.25
   142 ,  442141.25
   143 ,   87105.70
   144 ,  -95228.39
   145 , -351962.75
   146 , -517963.00
   147 , -557182.12
   148 , -1024748.88
   149 , -1217442.38
   150 , -1609050.00
   151 , -1655142.38
   152 , -1915396.75
   153 , -2044985.00
   154 , -2280963.00
   155 , -2463863.00
   156 , -2610866.25
   157 , -2735132.00
   158 , -3029691.50
   159 , -2921433.00
   160 , -3201634.00
   161 , -3353535.50
   162 , -3344287.25
   163 , -3486752.50
   164 , -3718487.50
   165 , -3925839.50
   166 , -3938086.00
   167 , -3851512.50
   168 , -4121429.00
   169 , -3880351.00
   170 , -4182097.50
   171 , -4294557.00
   172 , -4359338.00
   173 , -4189794.00
   174 , -4114578.25
   175 , -4156294.75
   176 , -3959856.00
   177 , -4173587.00
   178 , -4126134.00
   179 , -3727634.00
   180 , -3920517.25
   181 , -3727034.75
   182 , -3658545.50
   183 , -3393073.00
   184 , -3435121.50
   185 , -3272454.00
   186 , -3187272.00
   187 , -2979746.50
   188 , -2860418.00
   189 , -2674253.00
   190 , -2291117.75
   191 , -2242883.50
   192 , -1967911.75
   193 , -1861998.12
   194 , -1561150.00
   195 , -1521644.00
   196 , -1103394.38
   197 , -828814.62
   198 , -589193.06
   199 , -577928.75
   200 , -211387.55
   201 , -184056.08
   202 ,  161932.45
   203 ,  450988.72
   204 ,  554300.06
   205 ,  602459.38
   206 , 1107345.62
   207 , 1397415.50
   208 , 1398153.50
   209 , 1748519.75
   210 , 1875982.00
   211 , 1912812.50
   212 , 2429847.75
   213 , 2675492.25
   214 , 2648362.25
   215 , 2979508.00
   216 , 3016217.00
   217 , 3162519.25
   218 , 3366132.00
   219 , 3380137.50
   220 , 3586301.00
   221 , 3696589.50
   222 , 3763170.00
   223 , 3937763.75
   224 , 3971979.00
   225 , 4047761.50
   226 , 4154833.50
   227 , 4098032.50
   228 , 4187754.00
   229 , 4056270.00
   230 , 4120888.00
   231 , 3984236.25
   232 , 4193090.00
   233 , 4223808.50
   234 , 4117446.00
   235 , 3911652.50
   236 , 4035503.50
   237 , 3854905.50
   238 , 3615104.50
   239 , 3742382.00
   240 , 3564334.25
   241 , 3166106.50
   242 , 3388146.00
   243 , 3169115.50
   244 , 2928280.75
   245 , 2919958.75
   246 , 2586421.50
   247 , 2399366.00
   248 , 2236027.00
   249 , 2147076.50
   250 , 1842904.50
   251 , 1887484.12
   252 , 1514443.00
   253 , 1322388.50
   254 , 1137756.50
   255 ,  777418.94
